TaxaNames,Mode,Mass,Superclass,Subclass,Specificclass,Pathway,Bestname
neg19805,negative,343.1201,Benzenoids,Uncertain,Phenols,Uncertain,G 200 (pharmaceutical)
neg1982,negative,181.0513,Phenylpropanoids and polyketides,Uncertain,Phenylpropanoic acids,Shikimates and Phenylpropanoids,3 2 4 dihydroxyphenylpropanoic acid
neg19847,negative,455.281,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
neg1987,negative,297.135,Uncertain,Uncertain,Uncertain,Terpenoids,NA
neg19873,negative,381.0995,Organic acids and derivatives,Uncertain,Uncertain,Polyketides,NA
neg1989,negative,638.3335,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,Elfamycins
neg19890,negative,567.2106,Lignans neolignans and related compounds,Uncertain,Lignan glycosides,Shikimates and Phenylpropanoids,Furanoid lignans
neg19895,negative,144.0671,Organic acids and derivatives,Amino acids peptides and analogues,Gamma amino acids and derivatives,Fatty acids,Dicarboxylic acids
neg1991,negative,323.0787,Benzenoids,Halobenzenes,Fluorobenzenes,Alkaloids,NA
neg19928,negative,311.1147,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Terpenoids,NA
neg1993,negative,288.1574,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,2 +AFsAWw-2 (2 aminopropanoylamino) 3 hydroxypropanoyl+AF0-amino+AF0- 3 methylpentanoic acid
neg1995,negative,259.1309,Organic acids and derivatives,Amino acids peptides and analogues,Dipeptides,Amino acids and Peptides,Aminoacids
neg19955,negative,261.1135,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Terpenoids,Ambcb5117901
neg19961,negative,259.0611,Benzenoids,Uncertain,Uncertain,Polyketides,HBP (ketone)
neg1998,negative,308.1157,Organoheterocyclic compounds,Uncertain,Oxanes,Carbohydrates,NA
neg2001,negative,211.0621,Organic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Amino acids and Peptides,4 7 dioxodecanedioic acid
neg20051,negative,523.1618,Organoheterocyclic compounds,Uncertain,Uncertain,Shikimates and Phenylpropanoids,Dihydroflavonols
neg20099,negative,417.3234,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg20104,negative,313.0734,Phenylpropanoids and polyketides,O methylated flavonoids,O methylated flavonoids,Shikimates and Phenylpropanoids,fisetin 3 4 dimethyl ether
neg20105,negative,247.0976,Organic oxygen compounds,Carbonyl compounds,Hydroxybenzaldehydes,Terpenoids,NA
neg2016,negative,158.0827,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids,Amino acids and Peptides,Acetylvaline
neg20196,negative,353.1978,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,Other Octadecanoids
neg20235,negative,481.2591,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,Biuret 3 3 methylenebis(p phenylene)bis(1 1 5 5 tetramethyl 
neg20271,negative,381.1567,Lipids and lipid like molecules,Uncertain,Uncertain,Terpenoids,NA
neg20288,negative,499.1413,Lignans neolignans and related compounds,Uncertain,Lignans neolignans and related compounds,Shikimates and Phenylpropanoids,pallidol
neg20289,negative,511.1615,Lignans neolignans and related compounds,Uncertain,Furanoid lignans,Shikimates and Phenylpropanoids,p Terphenyls
neg20315,negative,513.3228,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
neg2033,negative,327.1629,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,Abietane diterpenoids
neg20337,negative,509.3127,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Hydroxy bile acids alcohols and derivatives,Terpenoids,Dolabellane diterpenoids
neg2046,negative,259.0831,Lipids and lipid like molecules,Fatty acyl glycosides,Alkyl glycosides,Fatty acids,NA
neg20469,negative,375.0729,Phenylpropanoids and polyketides,Uncertain,Depsides and depsidones,Polyketides,Depsides
neg2047,negative,218.0264,Uncertain,Fatty acids and conjugates,Fatty acids and conjugates,Fatty acids,(4 carboxyphenyl) trihydroxyboranuide
neg2049,negative,480.2879,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,2 +AFsAWw-4 +AFsAWwBb-4 methyl 2 +AFs-(2 methylpropan 2 yl)oxycarbonylamino+AF0-pentanoyl+AF0-amino+AF0-methyl+AF0-cyclohexanecarbonyl+AF0-amino+AF0- 3 phenylpropanoic acid
neg20492,negative,621.258,Lipids and lipid like molecules,Uncertain,Saccharolipids,Terpenoids,Taxane diterpenoids
neg2050,negative,395.1723,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,Germacrane sesquiterpenoids
neg20500,negative,271.1196,Organic acids and derivatives,Uncertain,Hydroxy acids and derivatives,Fatty acids,3 4 methylenesebacic acid
neg20503,negative,225.0413,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Shikimates and Phenylpropanoids,NA
neg20519,negative,443.2452,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,Pimarane and Isopimarane diterpenoids
neg2052,negative,257.0888,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Carbohydrates,Acadesina
neg20535,negative,493.1155,Phenylpropanoids and polyketides,Uncertain,Depsides and depsidones,Polyketides,NA
neg20579,negative,627.3931,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,NA
neg20582,negative,263.1295,Benzenoids,Uncertain,Uncertain,Terpenoids,Bisabolane sesquiterpenoids
neg20585,negative,569.352,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ursane and Taraxastane triterpenoids
neg20587,negative,483.3127,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lupane triterpenoids
neg20588,negative,525.3229,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ambcb5807416
neg20592,negative,543.3336,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Spirostane steroids
neg20613,negative,495.2028,Benzenoids,Uncertain,Uncertain,Polyketides,NA
neg20618,negative,503.3031,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,NA
neg20619,negative,531.3704,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Hydroxy bile acids alcohols and derivatives,Terpenoids,Cholestane steroids
neg2063,negative,280.0159,Organic acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters,Alkaloids,N methyl 4 (methylamino) 3 nitrobenzenesulfonamide
neg20635,negative,627.3923,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,NA
neg2064,negative,193.0513,Benzenoids,10 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Shikimates and Phenylpropanoids,p coumaraldehyde
neg20645,negative,545.3136,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,NA
neg20651,negative,239.0929,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Fatty acids,Cmpfpa
neg20658,negative,585.3823,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Amino acids and Peptides,NA
neg20659,negative,573.3814,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lupane triterpenoids
neg2066,negative,295.2287,Lipids and lipid like molecules,Lineolic acids and derivatives,Lineolic acids and derivatives,Fatty acids,13 hode
neg20666,negative,791.4611,Lipids and lipid like molecules,Terpene glycosides,Triterpene saponins,Terpenoids,Oleanane triterpenoids
neg2067,negative,575.3824,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,Fatty acid estolides
neg2069,negative,279.0504,Organic acids and derivatives,Phosphate esters,Monoalkyl phosphates,Alkaloids,NA
neg20697,negative,567.2974,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Cycloartane triterpenoids
neg2071,negative,261.0273,Organic acids and derivatives,Phosphate esters,Phosphate esters,Uncertain,NA
neg20722,negative,401.2709,Lipids and lipid like molecules,Sesterterpenoids,Sesterterpenoids,Terpenoids,Monocarbocyclic sesterterpenoids
neg2073,negative,770.5443,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg20755,negative,231.0164,Lipids and lipid like molecules,Fatty acids and conjugates,Thia fatty acids,Fatty acids,NA
neg2076,negative,138.02,Organoheterocyclic compounds,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,Amino acids and Peptides,Isonipecotic acid 2 6 dioxo 
neg2077,negative,510.3594,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Glycinated bile acids and derivatives,Terpenoids,NA
neg2078,negative,519.173,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Disaccharides,Terpenoids,NA
neg2081,negative,169.0148,Benzenoids,Benzoic acids and derivatives,Gallic acids,Shikimates and Phenylpropanoids,+A7E- methylaconitate
neg2085,negative,556.3662,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Hydroxy bile acids alcohols and derivatives,Terpenoids,Steroidal alkaloids
neg2089,negative,294.9544,Benzenoids,Halobenzenes,Bromobenzenes,Alkaloids,5 (4 Bromophenyl)thiophene 2 carbohydrazide
neg2090,negative,802.5629,Lipids and lipid like molecules,Glycerophosphocholines,Phosphatidylcholines,Fatty acids,Phosphatidylcholine(20:2/14:0)
neg20904,negative,341.0684,Benzenoids,Phenylacetamides,Phenylacetamides,Amino acids and Peptides,NA
neg2091,negative,395.1722,Organic acids and derivatives,Uncertain,Hydroxy acids and derivatives,Fatty acids,NA
neg20934,negative,441.2536,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Uncertain,1 butyl 3 +AFs-4 +AFsAWw-4 (butylcarbamoylamino)phenyl+AF0-methyl+AF0-phenyl+AF0-urea
neg2098,negative,509.2771,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,Dipeptides
neg20993,negative,545.1468,Organoheterocyclic compounds,Uncertain,Naphthopyrans,Polyketides,Proanthocyanins
neg21001,negative,369.0632,Uncertain,Uncertain,Uncertain,Polyketides,Oprea1 677734
neg2101,negative,287.0995,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosylamines,Carbohydrates,dZ Nucleoside
neg2115,negative,576.2854,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,Ansa peptide alkaloids
neg2118,negative,509.2419,Lipids and lipid like molecules,Uncertain,Uncertain,Terpenoids,Quassinoids
neg21180,negative,257.0819,Organic oxygen compounds,Carbonyl compounds,Alkyl phenylketones,Polyketides,4 4 ethene 1 1 diyldiphenol
neg2121,negative,307.0466,Benzenoids,Benzoic acids and derivatives,m Hydroxybenzoic acid esters,Shikimates and Phenylpropanoids,maclurin
neg21220,negative,419.1361,Lignans neolignans and related compounds,Uncertain,Lignans neolignans and related compounds,Shikimates and Phenylpropanoids,NA
neg2127,negative,297.0838,Organic acids and derivatives,Medium chain hydroxy acids and derivatives,Medium chain hydroxy acids and derivatives,Carbohydrates,NA
neg2134,negative,452.2795,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Fatty acids,Glycerophosphoethanolamines
neg2138,negative,571.291,Lipids and lipid like molecules,Glycerophosphoinositols,1 acyl sn glycerol 3 phosphoinositols,Fatty acids,Glycerophosphoinositols
neg2141,negative,302.102,Lipids and lipid like molecules,Uncertain,Lipids and lipid like molecules,Fatty acids,3 Methoxypropylgluconamide
neg2145,negative,147.0669,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Carbohydrates,2 Deoxy lyxo hexose
neg2147,negative,583.1226,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,NA
neg2150,negative,374.0773,Organic acids and derivatives,Phosphate esters,Phosphate esters,Carbohydrates,2 3 Didehydro 2 3 dideoxythymidine 5 +AFs-D alaninyl+AF0-phosphate
neg2153,negative,389.255,Lipids and lipid like molecules,Fatty alcohols,Fatty alcohols,Fatty acids,Hydroxy fatty acids
neg2157,negative,347.0571,Uncertain,Uncertain,Angucyclines,Polyketides,Anthracyclines
neg2160,negative,288.9378,Benzenoids,Trifluoromethylbenzenes,Trifluoromethylbenzenes,Alkaloids,NA
neg2163,negative,462.2782,Lipids and lipid like molecules,Uncertain,Uncertain,Terpenoids,2 +AFs-6 +AFs-4 +AFs-3 +AFs-4 +AFs-(E) 3 ethyl 3 hydroxypent 1 enyl+AF0- 3 methylphenyl+AF0-pentan 3 yl+AF0- 2 methylphenyl+AF0-pyridin 3 yl+AF0-acetic acid
neg2166,negative,493.0708,Uncertain,Hydroxyflavonoids,Hydroxyflavonoids,Shikimates and Phenylpropanoids,NA
neg2172,negative,223.062,Benzenoids,Uncertain,Uncertain,Shikimates and Phenylpropanoids,4 methoxycinnamic acid
neg2176,negative,575.3825,Lipids and lipid like molecules,Fatty alcohols,Long chain fatty alcohols,Fatty acids,Fatty acid estolides
neg2179,negative,530.279,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,Ergot alkaloids
neg2181,negative,271.0685,Nucleosides nucleotides and analogues,Uncertain,Uncertain,Carbohydrates,5 acetamido 6 formamido 3 methyluracil
neg2183,negative,217.1089,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,2 Hydroxysebacate
neg2184,negative,599.1167,Phenylpropanoids and polyketides,Flavonoid glycosides,Flavonoid O glycosides,Shikimates and Phenylpropanoids,Flavones
neg2188,negative,395.2085,Lipids and lipid like molecules,Uncertain,Prenol lipids,Terpenoids,NA
neg2191,negative,523.2571,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,(2S) 2 +AFsAWw-(2S) 2 +AFsAWw-(2S) 2 +AFsAWw-(2S) 2 aminopropanoyl+AF0- methylamino+AF0- 4 methylpentanoyl+AF0-amino+AF0- 3 (4 hydroxyphenyl)propanoyl+AF0-amino+AF0- 3 (4 hydroxyphenyl)propanoic acid
neg2193,negative,590.3725,Lipids and lipid like molecules,Bile acids alcohols and derivatives,Hydroxy bile acids alcohols and derivatives,Terpenoids,NA
neg2199,negative,131.0353,Organic acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Fatty acids,2 Deoxyribonate
neg2204,negative,273.0625,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Glucuronic acid derivatives,Shikimates and Phenylpropanoids,(5S 6S) 6 hydroxy 5 (1 hydroxy 1 oxopropan 2 yl)oxycyclohexa 1 3 diene 1 carboxylic acid
neg2208,negative,409.2372,Lipids and lipid like molecules,Glycerophosphates,1 acylglycerol 3 phosphates,Fatty acids,Glycerophosphates
neg2219,negative,671.1555,Benzenoids,Benzoyl derivatives,Benzoyl derivatives,Shikimates and Phenylpropanoids,NA
neg2222,negative,585.1012,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg2254,negative,375.0375,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Carbohydrates,NA
neg2257,negative,365.2322,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,5 oxo 6e 8z 11z eicosatrienoic acid
neg226,negative,745.1403,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg2272,negative,230.0135,Organic acids and derivatives,Arylsulfates,Phenylsulfates,Shikimates and Phenylpropanoids,Paracetamol sulfate
neg2273,negative,588.3569,Lipids and lipid like molecules,Hydroxysteroids,Hydroxysteroids,Terpenoids,NA
neg2278,negative,497.3281,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lanostane Tirucallane and Euphane triterpenoids
neg2279,negative,527.3389,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Oleanane triterpenoids
neg2282,negative,215.9979,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Amino acids and Peptides,5 Sulphoanthranilic acid
neg2283,negative,553.1101,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg2292,negative,685.1175,Phenylpropanoids and polyketides,Flavonoid glycosides,Flavonoid glycosides,Shikimates and Phenylpropanoids,Flavones
neg2304,negative,438.2636,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Fatty acids,NA
neg2308,negative,520.2673,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,NA
neg2311,negative,529.3545,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Ursane and Taraxastane triterpenoids
neg2317,negative,568.3637,Lipids and lipid like molecules,Hydroxysteroids,12 hydroxysteroids,Terpenoids,NA
