"";"domain";"phylum";"class";"order";"family";"genus";"species";"Taxonomy";"taxon";"guid";"mbNumber";"taxonomicLevel";"trophicMode";"guild";"confidenceRanking";"growthForm";"trait";"notes";"citationSource"
"ASV844";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Clavicipitaceae_gen_Incertae_sedis";"Clavicipitaceae_sp";"NA;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Clavicipitaceae_gen_Incertae_sedis;Clavicipitaceae_sp";"Clavicipitaceae";"E3347AFD-FD7B-4351-B2B0-1A826A472A17";"80608";"9";"Pathotroph-Symbiotroph";"Endophyte-Epiphyte-Fungal Parasite-Insect Parasite";"Possible";"Microfungus";"NULL";"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV846";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV858";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";NA;NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;NA;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV860";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";"Chaenotheca_furfuracea";"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;Chaenotheca_furfuracea";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV861";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV863";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";NA;NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV864";NA;"Basidiomycota";"Tremellomycetes";"Tremellales";"Carcinomycetaceae";"Carcinomyces";"Carcinomyces_polyporinus";"NA;Basidiomycota;Tremellomycetes;Tremellales;Carcinomycetaceae;Carcinomyces;Carcinomyces_polyporinus";"Tremellales";"1CB1CE64-36B9-11D5-9548-00D0592D548C";"90451";"7";"Pathotroph-Saprotroph-Symbiotroph";"Fungal Parasite-Undefined Saprotroph";"Possible";"Tremelloid-Yeast";"NULL";"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV865";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Talaromyces";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Talaromyces;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV875";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;NA;NA";"Clavicipitaceae";"E3347AFD-FD7B-4351-B2B0-1A826A472A17";"80608";"9";"Pathotroph-Symbiotroph";"Endophyte-Epiphyte-Fungal Parasite-Insect Parasite";"Possible";"Microfungus";"NULL";"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV877";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";"Chaenotheca_trichialis";"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;Chaenotheca_trichialis";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV879";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV880";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV881";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV884";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV885";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV888";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Calcarisporium";"Calcarisporium_arbuscula";"NA;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Calcarisporium;Calcarisporium_arbuscula";"Nectriaceae";"1CB1CD7A-36B9-11D5-9548-00D0592D548C";"81059";"9";"Pathotroph-Saprotroph-Symbiotroph";"Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph";"Possible";"Microfungus";"NULL";"Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
"ASV891";NA;"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Devriesia";"Devriesia_sp";"NA;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Devriesia;Devriesia_sp";"Teratosphaeriaceae";"87A3FDCC-E75C-4F2E-B987-C7579847CE32";"504465";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Plant Pathogen-Undefined Saprotroph";"Probable";"NULL";"NULL";"Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)";"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))"
"ASV896";NA;"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_fam_Incertae_sedis";"Helotiales_gen_Incertae_sedis";"Helotiales_sp";"NA;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Helotiales_gen_Incertae_sedis;Helotiales_sp";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV899";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV901";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora_olivacea";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora_olivacea";"Cyphellophoraceae";"E47C91B2-59D9-4C3C-AC54-9038AE2E4FE1";"803682";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)";"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
"ASV904";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Clavicipitaceae_gen_Incertae_sedis";"Clavicipitaceae_sp";"NA;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Clavicipitaceae_gen_Incertae_sedis;Clavicipitaceae_sp";"Clavicipitaceae";"E3347AFD-FD7B-4351-B2B0-1A826A472A17";"80608";"9";"Pathotroph-Symbiotroph";"Endophyte-Epiphyte-Fungal Parasite-Insect Parasite";"Possible";"Microfungus";"NULL";"Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV905";NA;"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"Cladophialophora_sp";"NA;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp";"Herpotrichiellaceae";"1CB1CD37-36B9-11D5-9548-00D0592D548C";"80856";"9";"Pathotroph-Saprotroph";"Animal Pathogen-Fungal Parasite-Undefined Saprotroph";"Probable";"Facultative Yeast-Microfungus";"NULL";"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV908";NA;"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";NA;"NA;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA";"Eurotiales";"1CB1CE25-36B9-11D5-9548-00D0592D548C";"90472";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV909";NA;"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca";"Chaenotheca_trichialis";"NA;Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca;Chaenotheca_trichialis";"Coniocybaceae";"1CB1CCF4-36B9-11D5-9548-00D0592D548C";"80630";"9";"Symbiotroph";"Lichenized";"Highly Probable";"Thallus";"NULL";"Mostly lichenized with green algae, on dry wood and simliar substrates (Cannon & Kirk 2007)";"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
"ASV910";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV919";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";NA;NA;NA;"NA;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
"ASV922";NA;"Ascomycota";NA;NA;NA;NA;NA;"NA;Ascomycota;NA;NA;NA;NA;NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASV924";NA;"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreales_fam_Incertae_sedis";"Hypocreales_gen_Incertae_sedis";"Hypocreales_sp";"NA;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Hypocreales_gen_Incertae_sedis;Hypocreales_sp";"Hypocreales";"1CB18E60-36B9-11D5-9548-00D0592D548C";"90477";"7";"Saprotroph";"Undefined Saprotroph";"Possible";"Microfungus";"NULL";"NULL";"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))"
